id,slug,year,court,phrase
1001515,hunt-v-edmunds,1971,mnd,equal
1001515,hunt-v-edmunds,1971,mnd,equal
1001515,hunt-v-edmunds,1971,mnd,equal
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,complex
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,complex
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,access
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,access
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,object
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,object
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,equal
1003718,goss-v-board-of-education-city-of-knoxville-tenn,1972,tned,equal
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,engag
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,complex
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,object
1006418,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,object
1006504,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006504,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,sociolog
1006504,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,object
1006504,vaughns-v-board-of-education-of-prince-georges-county,1972,mdd,equal
1006641,sero-v-oswald,1973,nysd,equal
1006641,sero-v-oswald,1973,nysd,equal
1006641,sero-v-oswald,1973,nysd,equal
1006641,sero-v-oswald,1973,nysd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,access
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,access
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,toler
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,object
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,equal
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,object
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,object
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,object
1006660,mahaley-v-cuyahoga-metropolitan-housing-authority,1973,ohnd,object
1006734,nelson-v-heyne,1973,innd,psycholog
1006734,nelson-v-heyne,1973,innd,statu
1006734,nelson-v-heyne,1973,innd,psycholog
1006734,nelson-v-heyne,1973,innd,access
1006734,nelson-v-heyne,1973,innd,engag
1006734,nelson-v-heyne,1973,innd,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,complex
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,influenc
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,complex
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,access
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,divers
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,divers
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,access
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,assimil
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,complex
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,complex
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,divers
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,influenc
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,complex
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,tradit
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,statu
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,object
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,statu
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
1007608,san-antonio-independent-school-dist-v-rodriguez,1973,scotus,equal
